Label	Area	Perim	Circ	Feret	FeretX	FeretY	FeretAngle	MinFeret	AR	Round	Solidity
fueracol	0.515	2.847	0.798	0.96	7.713	10.119	25.036	0.699	1.404	0.712	0.948
fueracol	0.785	3.487	0.811	1.166	16.936	10.582	33.335	0.908	1.315	0.761	0.96
fueracol	0.777	3.393	0.848	1.087	18.894	11.072	72.433	0.898	1.213	0.825	0.972
fueracol	0.642	3.078	0.852	1.023	10.176	11.087	24.999	0.843	1.151	0.869	0.977
fueracol	1.407	6.335	0.441	1.921	11.988	11.103	166.039	1.197	1.801	0.555	0.81
fueracol	0.722	3.409	0.78	1.117	7.39	11.556	73.761	0.834	1.395	0.717	0.945
fueracol	0.44	3.615	0.423	1.048	2.609	11.082	25.928	0.666	1.568	0.638	0.813
fueracol	0.881	3.737	0.792	1.18	16.91	12.525	76.209	0.964	1.277	0.783	0.954
fueracol	1.286	5.351	0.565	1.96	7.671	13.337	41.229	0.912	2.552	0.392	0.892
fueracol	0.598	3.026	0.821	1.017	18.93	12.895	163.329	0.802	1.237	0.808	0.961
fueracol	0.888	3.697	0.816	1.194	10.864	13.868	42.879	0.945	1.276	0.784	0.958
fueracol	0.948	3.838	0.809	1.215	2.573	15.28	59.036	1.004	1.241	0.806	0.956
fueracol	1.001	3.867	0.841	1.231	7.26	14.577	112.116	1.047	1.184	0.845	0.973
fueracol	0.684	3.257	0.81	1.025	10.213	15.858	22.396	0.855	1.221	0.819	0.955
fueracol	0.655	3.169	0.819	1.14	0.703	15.353	150.742	0.737	1.582	0.632	0.986
fueracol	0.624	3.092	0.82	1.007	16.592	16.488	81.074	0.823	1.256	0.796	0.957
fueracol	0.679	3.212	0.827	1.047	13.322	15.832	121.159	0.832	1.277	0.783	0.96
fueracol	0.726	3.318	0.829	1.067	17.566	15.858	114.814	0.875	1.252	0.799	0.963
fueracol	0.14	1.693	0.614	0.575	6.432	16.295	133.531	0.411	1.313	0.762	0.864
fueracol	0.74	3.72	0.672	1.253	12.436	17.91	64.926	0.758	1.658	0.603	0.973
fueracol	0.723	3.373	0.798	1.124	13.165	1.38	23.477	0.896	1.275	0.784	0.959
fueracol	1.138	4.148	0.831	1.332	12.473	2.614	112.051	1.109	1.215	0.823	0.96
fueracol	1.349	6.225	0.438	2.162	15.681	3.343	10.687	0.965	2.744	0.364	0.826
fueracol	0.633	3.151	0.801	1.032	17.227	4.244	36.176	0.815	1.286	0.778	0.952
fueracol	1.417	6.105	0.478	1.904	10.692	3.547	109.822	1.072	2.043	0.489	0.869
fueracol	0.805	3.479	0.836	1.152	3.843	4.958	51.057	0.896	1.305	0.766	0.965
fueracol	0.78	3.547	0.779	1.113	16.863	5.604	47.275	0.93	1.211	0.826	0.946
fueracol	1.47	6.303	0.465	1.9	8.843	6.38	97.242	1.213	1.89	0.529	0.855
fueracol	0.688	3.292	0.797	1.08	21.373	7.572	76.902	0.83	1.342	0.745	0.95
fueracol	1.026	3.99	0.81	1.227	22.94	9.296	37.064	1.121	1.102	0.908	0.971
fueracol	0.626	3.124	0.806	1.066	9.556	9.567	10.981	0.799	1.348	0.742	0.961
fueracol	0.628	3.15	0.795	0.998	16.129	10.088	44.366	0.819	1.284	0.779	0.949
fueracol	0.82	3.645	0.776	1.156	5.328	10.322	19.741	0.996	1.076	0.93	0.939
fueracol	0.507	2.774	0.828	0.852	13.822	10.494	85.44	0.788	1.069	0.936	0.961
fueracol	0.719	3.239	0.861	1.018	12.499	10.744	33.528	0.924	1.118	0.895	0.973
fueracol	0.75	3.365	0.832	1.131	21.586	11.353	55.505	0.84	1.361	0.735	0.969
fueracol	0.829	3.556	0.824	1.131	10.541	10.515	125.446	0.939	1.224	0.817	0.957
fueracol	0.652	3.295	0.754	1.025	14.29	10.686	117.867	0.846	1.252	0.799	0.95
fueracol	0.612	3.006	0.851	1.001	12.723	11.806	169.509	0.767	1.302	0.768	0.972
fueracol	0.945	3.843	0.804	1.264	10.27	12.436	147.619	0.936	1.376	0.727	0.963
fueracol	1.408	5.78	0.53	1.984	14.014	14.009	42.021	0.947	2.418	0.413	0.864
fueracol	0.798	3.594	0.777	1.192	6.796	13.025	174.987	0.901	1.373	0.729	0.95
fueracol	0.015	0.465	0.866	0.167	5.968	12.764	128.66	0.129	1.181	0.847	0.955
fueracol	1.098	4.273	0.756	1.324	12.192	13.952	52.995	1.135	1.237	0.808	0.946
fueracol	0.553	2.858	0.852	0.925	20.514	13.905	69.217	0.783	1.166	0.858	0.97
fueracol	0.96	3.776	0.846	1.28	13.379	0.068	138.134	0.955	1.319	0.758	0.978
fueracol	0.831	3.566	0.821	1.178	1.776	1.307	37.275	0.949	1.268	0.789	0.962
fueracol	2.566	8.851	0.412	2.328	15.863	3.078	6.68	1.608	1.555	0.643	0.839
fueracol	0.702	3.302	0.81	1.084	14.056	3.338	72.958	0.826	1.328	0.753	0.956
fueracol	1.15	4.157	0.837	1.357	20.154	3.276	137.8	1.112	1.187	0.842	0.969
fueracol	0.634	3.139	0.809	1.023	8.494	3.385	128.387	0.791	1.334	0.75	0.955
fueracol	0.624	3.091	0.82	1.007	17.79	4.182	14.683	0.788	1.301	0.769	0.96
fueracol	0.952	3.984	0.754	1.295	23.071	3.828	129.452	1.02	1.279	0.782	0.938
fueracol	1.854	6.926	0.486	2.234	13.644	4.619	171.284	1.205	2.272	0.44	0.807
fueracol	0.656	3.101	0.858	0.995	7.223	5.51	36.27	0.861	1.17	0.855	0.972
fueracol	1.659	7.09	0.415	2.335	16.337	5.791	12.889	1.319	2.105	0.475	0.747
fueracol	0.809	3.563	0.801	1.143	10.879	7.687	68.344	0.946	1.258	0.795	0.961
fueracol	0.95	3.945	0.767	1.27	0.776	6.952	160.599	0.996	1.3	0.769	0.947
fueracol	0.845	3.54	0.847	1.158	13.421	6.958	157.241	0.941	1.235	0.809	0.976
fueracol	1.682	6.42	0.513	2.3	15.42	7.234	175.064	1.045	2.571	0.389	0.878
fueracol	0.918	3.809	0.795	1.216	7.171	8.338	21.619	0.969	1.263	0.792	0.968
fueracol	0.892	3.65	0.842	1.153	17.436	8.598	171.431	1.028	1.092	0.916	0.966
fueracol	0.678	3.237	0.813	1.037	14.478	9.671	83.946	0.838	1.285	0.778	0.956
fueracol	0.77	3.495	0.792	1.127	5.359	9.77	162.235	0.879	1.324	0.755	0.951
fueracol	1.011	3.998	0.795	1.285	17.399	10.509	16.232	1.022	1.295	0.772	0.951
fueracol	0.015	0.456	0.888	0.166	2.89	9.937	133.727	0.13	1.207	0.829	0.956
fueracol	1.704	6.645	0.485	2.232	12.462	11.233	28.418	1.136	2.34	0.427	0.815
fueracol	0.694	3.317	0.792	1.129	2.109	11.551	60.124	0.807	1.388	0.721	0.975
fueracol	0.519	2.75	0.863	0.933	6.015	11.478	159.744	0.701	1.315	0.761	0.984
fueracol	0.478	2.662	0.848	0.884	10.988	12.499	124.439	0.72	1.179	0.848	0.972
fueracol	0.701	3.294	0.811	1.099	9.056	12.65	131.543	0.821	1.377	0.726	0.96
fueracol	1.324	4.677	0.761	1.47	5.687	13.665	27.201	1.192	1.231	0.812	0.955
fueracol	1.332	5.461	0.561	1.599	18.222	14.775	76.824	1.19	1.358	0.737	0.86
fueracol	0.797	3.439	0.847	1.192	24.617	0.641	158.477	0.846	1.411	0.709	0.979
fueracol	0.748	3.356	0.835	1.058	16.873	3.151	42.008	0.902	1.191	0.84	0.963
fueracol	0.769	3.579	0.755	1.227	4.973	3.494	21.666	0.844	1.56	0.641	0.942
fueracol	0.959	3.916	0.786	1.254	12.598	4.057	166.31	1.002	1.31	0.763	0.951
fueracol	0.675	3.275	0.791	1.06	7.629	4.401	115.935	0.849	1.315	0.761	0.945
fueracol	0.724	3.392	0.79	1.078	6.843	4.802	97.778	0.866	1.289	0.776	0.951
fueracol	0.634	3.071	0.844	1.041	12.134	5.854	80.208	0.774	1.324	0.755	0.974
fueracol	0.692	3.327	0.786	1.069	9.421	5.619	160.947	0.83	1.312	0.762	0.953
fueracol	0.751	3.375	0.828	1.102	16.254	6.661	67.193	0.876	1.274	0.785	0.965
fueracol	0.706	3.274	0.828	1.07	10.978	7.15	131.448	0.829	1.304	0.767	0.962
fueracol	0.753	3.414	0.812	1.096	8.645	8.364	83.449	0.894	1.236	0.809	0.959
fueracol	0.854	3.619	0.819	1.186	6.301	8.515	49.453	0.927	1.285	0.778	0.964
fueracol	0.575	2.903	0.858	0.92	16.113	8.359	14.43	0.809	1.083	0.924	0.975
fueracol	0.829	3.64	0.786	1.212	9.088	10.535	59.247	0.887	1.419	0.705	0.951
fueracol	0.755	3.353	0.844	1.09	15.436	10.457	38.403	0.924	1.196	0.836	0.967
fueracol	0.753	3.368	0.834	1.082	3.791	10.233	163.222	0.93	1.164	0.859	0.973
fueracol	0.616	3.049	0.833	1.021	10.332	10.629	15.383	0.769	1.354	0.738	0.973
fueracol	0.693	3.186	0.857	1.012	12.967	10.983	125.572	0.916	1.073	0.932	0.977
fueracol	0.724	3.421	0.777	1.09	9.9	10.983	96.31	0.875	1.277	0.783	0.947
fueracol	0.004	0.227	0.857	0.085	19.097	11.556	142.431	0.052	1.3	0.769	1
fueracol	0.591	3.102	0.771	1.003	7.51	12.311	137.526	0.77	1.389	0.72	0.928
fueracol	0.609	3.067	0.813	1.061	10.442	13.53	42.614	0.772	1.43	0.699	0.966
fueracol	1.044	3.999	0.821	1.312	0.859	14.228	73.867	1.002	1.32	0.758	0.969
fueracol	0.791	3.518	0.803	1.114	11.473	13.395	138.033	0.927	1.234	0.811	0.958
fueracol	1.017	3.935	0.826	1.261	22.399	14.65	68.946	1.056	1.201	0.832	0.965
fueracol	0.86	3.66	0.807	1.136	17.488	16.498	41.655	0.972	1.2	0.833	0.958
fueracol	0.56	2.991	0.786	0.946	20.347	15.92	165.658	0.768	1.283	0.78	0.947
fueracol	0.45	2.687	0.784	0.886	10.754	0.766	6.749	0.671	1.346	0.743	0.944
fueracol	0.704	3.268	0.829	1.052	7.843	1.495	23.012	0.878	1.217	0.822	0.961
fueracol	0.789	3.501	0.809	1.186	21.409	1.708	155.348	0.879	1.369	0.73	0.96
fueracol	0.8	3.531	0.807	1.15	19.092	2.557	15.232	0.915	1.292	0.774	0.95
fueracol	0.597	3.067	0.797	1.025	11.759	2.026	120.215	0.755	1.407	0.711	0.946
fueracol	0.565	3.007	0.785	1.028	9.562	3.448	148.887	0.732	1.427	0.701	0.949
fueracol	0.676	3.163	0.849	0.992	8.228	4.182	20.908	0.884	1.097	0.912	0.969
fueracol	1.584	6.978	0.409	2.036	13.051	5.119	23.353	1.403	1.53	0.654	0.797
fueracol	1.949	7.456	0.441	2.137	17.748	6.411	82.581	1.233	1.889	0.529	0.86
fueracol	0.614	3.051	0.829	1.004	9.463	5.921	28.16	0.781	1.313	0.762	0.962
fueracol	0.665	3.187	0.823	1.046	4.515	6.109	118.223	0.866	1.222	0.818	0.965
fueracol	0.911	3.813	0.787	1.219	23.045	7.494	82.389	0.959	1.3	0.769	0.946
fueracol	0.781	3.53	0.787	1.072	8.661	6.697	164.208	0.946	1.144	0.874	0.956
fueracol	0.864	3.724	0.783	1.249	0.979	8.504	75.269	0.84	1.512	0.661	0.968
fueracol	0.971	3.835	0.83	1.221	14.228	7.838	96.367	0.978	1.258	0.795	0.967
fueracol	0.797	3.489	0.823	1.127	16.603	9.312	124.645	0.898	1.28	0.781	0.964
fueracol	0.932	3.741	0.837	1.204	8.869	9.265	107.103	0.963	1.263	0.792	0.972
fueracol	0.725	3.36	0.807	1.104	13.426	10.02	141.129	0.841	1.343	0.745	0.956
fueracol	0.917	3.796	0.8	1.188	2.297	11.082	53.733	1.02	1.18	0.848	0.96
fueracol	0.921	3.806	0.798	1.255	3.843	11.619	34.349	0.94	1.376	0.727	0.956
fueracol	0.852	3.606	0.823	1.105	6.505	11.488	118.74	0.988	1.098	0.911	0.965
fueracol	0.841	3.614	0.809	1.222	19.644	11.707	102.555	0.91	1.353	0.739	0.962
fueracol	1.171	4.163	0.849	1.326	20.701	13.816	10.869	1.14	1.177	0.85	0.976
fueracol	0.668	3.198	0.821	1.032	11.608	13.738	133.363	0.844	1.242	0.805	0.968
fueracol	0.809	3.515	0.823	1.121	15.212	14.17	114.422	0.911	1.26	0.793	0.962
fueracol	0.508	2.817	0.805	0.917	7.671	14.358	145.408	0.725	1.31	0.763	0.948
fueracol	1.011	3.825	0.869	1.245	3	15.379	36.151	1.035	1.192	0.839	0.982
fueracol	1.577	6.651	0.448	2.01	9.28	14.613	97.143	1.106	2.074	0.482	0.816
fueracol	0.677	3.376	0.747	1.031	14.124	16.425	19.167	0.849	1.236	0.809	0.95
fueracol	0.769	3.401	0.835	1.124	8.692	0.484	125.383	0.872	1.317	0.759	0.963
fueracol	0.924	3.786	0.81	1.202	16.3	1.776	122.795	0.998	1.183	0.845	0.96
fueracol	0.574	3.111	0.745	1.019	7.65	3.385	175.601	0.723	1.471	0.68	0.942
fueracol	0.899	3.641	0.852	1.162	16.712	4.781	7.985	0.987	1.173	0.852	0.976
fueracol	0.783	3.46	0.822	1.122	24.888	5.328	76.028	0.889	1.295	0.772	0.963
fueracol	0.689	3.245	0.822	1.102	9.364	5	146.76	0.828	1.373	0.728	0.967
fueracol	0.902	3.754	0.805	1.226	13.947	7.765	22.208	0.961	1.32	0.757	0.951
fueracol	1.006	3.89	0.836	1.316	21.217	7.744	9.798	0.988	1.34	0.746	0.974
fueracol	0.55	2.879	0.834	1.027	6.385	8.749	53.246	0.723	1.456	0.687	0.981
fueracol	0.769	3.731	0.694	1.2	3.302	9.463	81.764	0.871	1.451	0.689	0.906
fueracol	0.824	3.558	0.818	1.17	11.212	9.504	54.966	0.918	1.283	0.78	0.962
fueracol	0.783	3.424	0.84	1.081	14.874	9.228	171.128	0.939	1.177	0.85	0.973
fueracol	0.757	3.357	0.844	1.068	13.676	9.478	148.557	0.897	1.196	0.836	0.969
fueracol	0.95	3.968	0.758	1.242	8.796	11.322	64.94	0.984	1.299	0.77	0.956
fueracol	0.989	3.851	0.838	1.235	17.92	10.728	168.074	1.01	1.236	0.809	0.969
fueracol	0.915	3.778	0.806	1.227	14.941	12.915	55.028	0.973	1.291	0.774	0.955
fueracol	0.553	2.866	0.846	0.909	11.718	12.405	20.095	0.763	1.203	0.831	0.966
fueracol	0.82	3.533	0.826	1.113	5.807	13.306	77.849	0.968	1.175	0.851	0.969
fueracol	0.623	3.12	0.805	1.034	12.639	13.134	19.712	0.821	1.288	0.776	0.961
fueracol	0.419	2.438	0.886	0.817	22.164	0.828	75.61	0.682	1.178	0.849	0.982
fueracol	0.59	2.982	0.834	0.934	16.899	0.604	157.724	0.83	1.123	0.891	0.964
fueracol	0.343	2.293	0.819	0.729	15.873	0.63	152.337	0.625	1.158	0.863	0.962
fueracol	1.333	5.936	0.475	1.985	5.968	2.651	70.377	0.953	2.536	0.394	0.798
fueracol	1.109	4.217	0.784	1.3	13.754	2.219	136.46	1.129	1.087	0.92	0.966
fueracol	1.119	4.295	0.762	1.397	15.264	3.192	170.994	1.161	1.25	0.8	0.945
fueracol	0.639	3.154	0.807	0.991	21.201	3.203	109.006	0.849	1.188	0.841	0.955
fueracol	1.154	4.263	0.798	1.347	11.067	4.76	25.178	1.116	1.238	0.808	0.963
fueracol	0.744	3.405	0.806	1.069	17.384	5.187	132.236	0.9	1.218	0.821	0.951
fueracol	0.904	3.764	0.801	1.27	7.13	5.942	172.933	0.935	1.376	0.727	0.959
fueracol	0.642	3.189	0.794	1.024	20.816	6.109	7.306	0.806	1.312	0.762	0.946
fueracol	0.908	3.653	0.855	1.167	13.749	7.379	38.66	0.971	1.196	0.836	0.978
fueracol	0.706	3.309	0.81	1.057	8.426	7.109	163.977	0.88	1.243	0.805	0.949
fueracol	0.709	3.23	0.853	1.04	19.607	6.978	156.387	0.88	1.176	0.85	0.973
fueracol	0.95	3.839	0.811	1.248	9.9	8.968	165.5	1.004	1.282	0.78	0.951
fueracol	0.742	3.376	0.818	1.05	7.603	10.801	34.084	0.924	1.146	0.873	0.966
fueracol	0.799	3.595	0.776	1.167	15.17	10.405	150.001	0.891	1.366	0.732	0.945
fueracol	0.504	2.782	0.818	1.013	14.436	11.65	76.321	0.63	1.604	0.624	0.977
fueracol	0.804	3.607	0.776	1.173	9.999	11.801	68.104	0.909	1.339	0.747	0.943
fueracol	0.965	4.158	0.701	1.486	20.42	11.655	21.167	0.876	1.748	0.572	0.935
fueracol	0.554	3.032	0.758	0.939	7.333	12.389	154.004	0.816	1.1	0.909	0.946
fueracol	0.856	3.737	0.771	1.207	13.457	12.853	164.224	0.914	1.3	0.769	0.953
fueracol	0.755	3.452	0.796	1.197	16.384	16.306	159.356	0.816	1.494	0.669	0.959
fueracol	0.64	3.094	0.841	1.034	9.838	17.399	85.668	0.808	1.263	0.792	0.97
fueracol	0.014	0.449	0.897	0.154	6.265	16.816	151.699	0.13	1.138	0.879	0.953
fueracol	2.125	6.328	0.667	1.949	16.16	1.687	96.289	1.557	1.357	0.737	0.924
fueracol	0.852	3.647	0.805	1.158	16.915	6.124	81.724	0.946	1.246	0.802	0.965
fueracol	1.418	5.883	0.515	1.956	22.618	5.921	148.722	1.074	2.213	0.452	0.849
fueracol	0.408	2.563	0.78	0.886	11.379	7.145	107.796	0.595	1.542	0.648	0.952
fueracol	0.797	3.45	0.842	1.108	3.958	9.312	79.165	0.923	1.226	0.816	0.972
fueracol	1.066	4.048	0.818	1.345	9.957	9.421	24.481	1.023	1.33	0.752	0.96
fueracol	0.718	3.224	0.867	1.063	8.411	9.702	79.846	0.848	1.25	0.8	0.979
fueracol	0.86	3.614	0.827	1.201	17.925	9.822	42.892	0.911	1.331	0.751	0.961
fueracol	0.736	3.386	0.807	1.127	15.91	9.973	58.219	0.864	1.289	0.776	0.963
fueracol	0.414	2.41	0.896	0.803	19.571	10.645	76.504	0.677	1.169	0.855	0.984
fueracol	0.586	2.974	0.833	0.933	14.311	10.447	158.733	0.829	1.123	0.891	0.964
fueracol	0.337	2.31	0.794	0.727	13.29	10.463	152.7	0.617	1.165	0.859	0.961
fueracol	1.328	5.945	0.472	1.983	3.39	12.53	70.518	0.951	2.531	0.395	0.798
fueracol	1.111	4.135	0.816	1.297	11.171	12.072	136.953	1.126	1.083	0.924	0.968
fueracol	1.107	4.277	0.76	1.396	12.691	13.03	171.416	1.151	1.26	0.794	0.944
fueracol	0.636	3.151	0.805	0.99	18.618	13.025	110.627	0.845	1.191	0.84	0.956
fueracol	1.152	4.241	0.805	1.344	8.504	14.613	25.473	1.112	1.239	0.807	0.962
fueracol	0.742	3.405	0.804	1.067	14.728	15.118	144.137	0.898	1.224	0.817	0.95
fueracol	0.905	3.758	0.805	1.27	4.572	15.806	172.933	0.932	1.378	0.726	0.961
fueracol	0.64	3.173	0.798	1.019	18.253	15.92	7.343	0.802	1.31	0.763	0.949
fueracol	0.911	3.646	0.861	1.165	11.202	17.227	39.74	0.973	1.192	0.839	0.979
fueracol	0.706	3.308	0.811	1.055	5.874	16.972	164.249	0.878	1.241	0.806	0.951
fueracol	0.706	3.215	0.858	1.036	17.045	16.826	156.915	0.879	1.177	0.85	0.972
fueracol	1.049	3.986	0.829	1.286	20.883	1.552	85.121	1.042	1.23	0.813	0.964
fueracol	0.776	3.373	0.857	1.088	15.686	2.614	123.081	0.909	1.196	0.836	0.973
fueracol	0.922	3.817	0.795	1.23	3.177	4.276	51.189	0.985	1.299	0.77	0.954
fueracol	0.987	3.832	0.845	1.257	12.869	4.458	68.11	1.042	1.178	0.849	0.97
fueracol	1.51	5.999	0.527	1.937	4.479	6.327	61.23	1.115	2.017	0.496	0.841
fueracol	1.414	5.369	0.617	1.791	16.603	4.932	142.563	1.264	1.533	0.652	0.879
fueracol	0.859	3.9	0.71	1.289	14.186	4.723	122.791	0.948	1.226	0.815	0.934
fueracol	0.631	3.054	0.85	0.981	7.103	5.786	41.558	0.864	1.127	0.888	0.981
fueracol	0.591	2.947	0.854	0.942	18.665	5.609	123.954	0.84	1.115	0.897	0.975
fueracol	0.561	3.038	0.763	1.032	13.691	6.567	83.628	0.698	1.565	0.639	0.948
fueracol	0.911	3.777	0.803	1.198	3.286	7.291	20.09	0.979	1.25	0.8	0.951
fueracol	0.593	3.125	0.763	1.003	14.988	6.755	131.634	0.782	1.334	0.75	0.941
fueracol	1.391	4.74	0.778	1.559	10.817	8.999	79.216	1.178	1.39	0.72	0.961
fueracol	0.868	3.653	0.817	1.175	24.977	8.598	16.748	0.973	1.212	0.825	0.952
fueracol	1.018	4.061	0.775	1.276	21.034	9.098	62.808	1.043	1.279	0.782	0.942
fueracol	0.821	3.586	0.802	1.149	5.171	8.671	172.972	0.939	1.247	0.802	0.955
fueracol	0.77	3.425	0.825	1.074	14.561	9.457	22.834	0.923	1.189	0.841	0.963
fueracol	1.669	6.441	0.506	2.154	8.468	11.374	78.989	1.161	2.201	0.454	0.861
fueracol	0.871	3.717	0.792	1.163	22.461	10.629	22.087	0.969	1.24	0.807	0.944
fueracol	0.564	2.987	0.794	1.044	12.957	10.994	25.414	0.709	1.546	0.647	0.959
fueracol	0.947	3.873	0.794	1.29	15.493	11.405	9.995	0.956	1.454	0.688	0.949
fueracol	1.06	3.954	0.852	1.253	20.545	11.259	121.576	1.086	1.143	0.875	0.977
fueracol	1.191	4.262	0.824	1.375	13.353	12.723	130.083	1.127	1.24	0.806	0.961
fueracol	0.714	3.323	0.813	1.123	3.781	12.65	104.23	0.802	1.422	0.703	0.963
fueracol	0.705	3.242	0.843	1.141	11.613	13.004	154.604	0.768	1.482	0.675	0.987
fueracol	0.864	3.614	0.831	1.211	7.484	14.446	122.528	0.886	1.379	0.725	0.973
fueracol	1.001	3.857	0.846	1.22	19.904	15.78	54.206	1.088	1.089	0.918	0.97
fueracol	1.061	4.298	0.722	1.447	1.948	14.832	112.874	1.008	1.452	0.689	0.937
fueracol	0.906	3.624	0.867	1.189	18.576	16.134	156.241	0.953	1.226	0.816	0.985
fueracol	1.351	5.333	0.597	1.893	9.338	1.791	68.872	0.958	2.244	0.446	0.896
fueracol	0.883	3.642	0.837	1.226	16.738	1.526	38.964	0.912	1.356	0.738	0.974
fueracol	0.82	3.609	0.791	1.143	7.562	1.974	41.677	0.933	1.276	0.784	0.947
fueracol	0.781	3.504	0.799	1.143	12.697	3.057	12.897	0.901	1.324	0.755	0.947
fueracol	0.676	3.227	0.816	1.028	2.463	2.755	157.983	0.853	1.223	0.818	0.954
fueracol	0.819	3.64	0.777	1.145	6.171	3.021	172.423	0.968	1.242	0.805	0.95
fueracol	0.974	3.95	0.784	1.335	18.394	3.854	55.008	0.962	1.406	0.711	0.955
fueracol	0.778	3.424	0.834	1.145	16.931	3.401	7.319	0.884	1.289	0.776	0.968
fueracol	0.603	3.158	0.76	0.998	4.338	4.437	68.254	0.794	1.299	0.77	0.943
fueracol	0.828	3.585	0.81	1.275	10.754	3.796	159.937	0.814	1.58	0.633	0.978
fueracol	0.892	3.613	0.859	1.168	9.509	4.593	142.977	1.037	1.11	0.901	0.978
fueracol	0.584	2.965	0.835	0.926	2.786	4.625	123.064	0.842	1.09	0.918	0.973
fueracol	0.916	3.716	0.834	1.191	16.358	5.947	70.06	0.975	1.24	0.806	0.967
fueracol	0.712	3.239	0.853	1.053	14.16	5.421	8.531	0.896	1.175	0.851	0.973
fueracol	0.583	2.895	0.873	0.931	11.134	6.307	70.044	0.805	1.152	0.868	0.98
fueracol	0.794	3.548	0.793	1.129	19.149	6.755	82.58	0.889	1.318	0.759	0.954
fueracol	0.768	3.499	0.788	1.156	5.604	5.645	95.171	0.863	1.393	0.718	0.945
fueracol	0.618	3.117	0.8	1.036	23.795	5.999	140.305	0.782	1.368	0.731	0.955
fueracol	0.753	3.342	0.847	1.147	22.472	6.781	48.496	0.887	1.305	0.767	0.979
fueracol	0.624	3.066	0.835	0.968	19.498	7.942	38.226	0.869	1.083	0.924	0.972
fueracol	1.191	4.285	0.815	1.42	12.79	8.624	59.108	1.099	1.269	0.788	0.962
fueracol	0.942	3.806	0.817	1.238	20.508	8.848	53.034	0.974	1.3	0.769	0.964
fueracol	1.025	3.989	0.809	1.304	17.227	9.192	139.374	1.025	1.308	0.764	0.958
fueracol	0.622	3.155	0.785	1.006	11.129	9.78	103.173	0.792	1.334	0.749	0.945
fueracol	0.891	3.692	0.821	1.182	7.51	10.322	174.691	0.99	1.226	0.815	0.96
fueracol	0.532	2.846	0.824	0.884	22.966	10.395	129.503	0.787	1.154	0.867	0.954
fueracol	0.916	3.693	0.843	1.234	21.185	11.952	73.324	0.951	1.304	0.767	0.973
fueracol	0.847	3.649	0.8	1.176	6.916	11.504	16.991	0.935	1.319	0.758	0.947
fueracol	0.798	3.417	0.859	1.118	17.29	11.166	162.662	0.943	1.189	0.841	0.979
fueracol	0.667	3.142	0.848	1.032	10.473	11.025	114.755	0.836	1.259	0.794	0.968
fueracol	0.681	3.206	0.833	1.136	5.359	11.337	97.907	0.82	1.374	0.728	0.977
fueracol	1.048	4.061	0.798	1.331	18.686	11.509	131.987	1.025	1.351	0.74	0.953
fueracol	0.742	3.374	0.819	1.08	12.254	12.884	47.15	0.883	1.25	0.8	0.957
fueracol	0.747	3.323	0.85	1.142	21.274	12.723	8.13	0.808	1.382	0.724	0.986
fueracol	0.83	3.543	0.831	1.164	13.796	12.707	156.532	0.927	1.253	0.798	0.97
fueracol	0.691	3.172	0.864	0.997	15.957	13.639	35.433	0.896	1.082	0.924	0.977
fueracol	0.576	3.011	0.798	0.996	17.957	14.29	77.926	0.748	1.371	0.729	0.95
fueracol	1.766	7.246	0.423	2.395	14.342	16.441	64.772	1.114	2.677	0.374	0.816
fueracol	0.963	3.822	0.828	1.232	15.941	15.009	14.448	1.021	1.237	0.809	0.964
fueracol	0.616	3.043	0.836	1.047	10.202	15.618	70.844	0.749	1.372	0.729	0.977
fueracol	1.415	5.386	0.613	1.799	11.348	16.472	8.154	1.078	1.829	0.547	0.901
fueracol	0.607	3.025	0.834	0.997	10.712	1.88	173.098	0.759	1.325	0.755	0.959
fueracol	0.646	3.128	0.83	1.023	8.598	2.5	53.072	0.818	1.278	0.783	0.963
fueracol	1.615	6.197	0.529	2.18	22.68	2.312	94.934	0.972	2.573	0.389	0.875
fueracol	0.982	3.83	0.841	1.234	15.957	2.854	100.456	1.011	1.242	0.805	0.969
fueracol	0.916	3.768	0.811	1.232	10.452	3.828	159.727	0.95	1.313	0.762	0.96
fueracol	1.432	6.521	0.423	2.139	3.911	4.63	176.789	0.97	2.701	0.37	0.843
fueracol	1.641	7.115	0.407	2.028	8.036	4.838	173.66	1.213	1.976	0.506	0.843
fueracol	0.639	3.189	0.789	1.143	25.664	4.447	123.473	0.726	1.566	0.639	0.956
fueracol	1.621	6.768	0.445	2.282	20.389	4.776	143.444	1.036	2.673	0.374	0.798
fueracol	0.745	3.497	0.765	1.178	6.546	5.817	77.746	0.82	1.515	0.66	0.934
fueracol	0.593	2.977	0.841	0.982	11.223	5.656	163.679	0.815	1.19	0.84	0.967
fueracol	0.783	3.465	0.82	1.137	18.222	7.333	67.077	0.878	1.321	0.757	0.958
fueracol	0.785	3.472	0.818	1.102	12.801	6.978	171.027	0.945	1.203	0.831	0.957
fueracol	0.573	2.96	0.822	0.973	14.847	7.702	43.264	0.785	1.258	0.795	0.963
fueracol	0.556	2.874	0.846	0.91	8.926	7.51	168.111	0.796	1.08	0.926	0.965
fueracol	0.522	2.851	0.808	0.985	18.889	7.754	8.516	0.686	1.499	0.667	0.958
fueracol	1.026	4.195	0.732	1.444	13.624	7.572	98.715	0.937	1.628	0.614	0.934
fueracol	0.791	3.52	0.802	1.122	16.868	8.494	8.807	0.903	1.286	0.778	0.947
